id,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference,lane_kf,type_most_common,vAlpha0_ped,tauAlpha_ped,A_pp,B_pp,A_wall,B_wall,m_gamma,tau_gamma,v_gamma0,a_gamma_max,b_gamma,eta_gamma,mu_gamma,eps_m,A_w,B_w,A_s,B_s,T_i
8340,0.9637525350369213,0.0001861918794848633,0.01364521452689049,0.007233472639008708,0.012869085094009816,0.0007067095511735576,0.037610759655942384,0.9999961536324363,0.9637525350369213,39,0,1.358,0.5,2755.1252222879502,1.6071734944716778,2863.1586621880415,0.12475553003009711,200,0.5,3.073,4,4,0.3,1.2,4.619310287790278,1075.32546852429,0.4997280385823954,962.3403695922054,1.5765891055300871,0.97
8336,0.9901623522220776,0.00013799150877526258,0.011746978708385513,0.005854017185942966,0.010663912487367954,0.0006896716739197671,0.009935388631818906,0.9999974681424324,0.9901623522220776,39,0,1.358,0.5,2625.4590402463273,0.549576235800104,728.0659792576381,1.1764297539191577,200,0.5,3.073,4,4,0.3,1.2,0.8188716586608953,2087.0991498229905,0.6085131018783599,2822.5107932107107,0.3121537825861809,0.97
8341,0.991507501571352,8.397292847931592e-05,0.009163674398368588,0.00512986351869239,0.010774167064730972,0.0005781038707603012,0.008565238704890224,0.9999985048393824,0.991507501571352,39,0,1.358,0.5,2729.3780213921664,1.837465104800081,1055.8467177448354,1.8474542722605984,200,0.5,3.073,4,4,0.3,1.2,2.4279824411836746,1058.4355947196507,0.15667407621570667,2903.718815746478,0.6134605445820434,0.97
8343,0.9936618627691689,0.00010456664678712359,0.010225783431460085,0.005668843258494849,0.013163204231268858,0.0010793616091087479,0.006378565454014539,0.9999965586255668,0.9936618627691689,39,0,1.358,0.5,2975.744352758201,1.0637549397229424,1764.7640744909772,0.7612606425084246,200,0.5,3.073,4,4,0.3,1.2,3.627148060374907,2979.67713380202,1.0578249804976478,1148.1302742465468,0.05584005471572028,0.97
8344,0.9942160030957297,0.00013221923071821248,0.01149866212731779,0.0066599834033743,0.017038627442955694,0.0012752344107730715,0.00581764615160135,0.9999953837693065,0.9942160030957297,39,0,1.358,0.5,2974.5236424609147,0.60504899574626,2964.574139500193,1.0601416280103326,200,0.5,3.073,4,4,0.3,1.2,2.244675543268686,1149.682586768564,1.5834600188473509,677.3825409147325,0.4770515429651175,0.97
8345,0.9102270069682459,0.0006281976902569724,0.02506387221195026,0.01321214241380333,0.035265761742918546,0.0009702812359802142,0.09862703737034467,0.9999839392515387,0.9102270069682459,39,0,1.358,0.5,2545.9947907816504,1.1542170531280553,1713.5313717364206,1.3545324751058607,200,0.5,3.073,4,4,0.3,1.2,4.13147072343764,1284.934954294053,0.21054903741330644,2453.6672662761007,0.4541020143742613,0.97
8347,0.8991963681226168,0.0005004648925327423,0.02237107267282332,0.011666376722786809,0.028256872664920524,0.0008591656877525614,0.11210413592733429,0.9999967272201549,0.8991963681226168,39,0,1.358,0.5,2382.199173348641,1.3876867812100149,1667.6334421475115,1.813803471761014,200,0.5,3.073,4,4,0.3,1.2,0.6891205227433161,2243.2897330497813,0.817584276692186,1494.2350374965204,0.9642525035346783,0.97
8349,0.9330698352972947,0.00098261838137529,0.031346744350495,0.01762110749356703,0.04696164622021524,0.003681273859769456,0.07173114184039618,0.9999479030126928,0.9330698352972947,39,0,1.358,0.5,2870.293591172411,1.5639870616728075,2850.175755912769,1.6635784806897758,200,0.5,3.073,4,4,0.3,1.2,3.7797718402250964,1157.696166604489,0.30251688102534424,2477.124823030518,0.376878303790828,0.97
8350,0.9850691822353356,0.0003886442577327331,0.01971406243605648,0.011851629891260984,0.0343747380357762,0.0007950789385935946,0.015157126051576592,0.9999977610404538,0.9850691822353356,39,0,1.358,0.5,2774.875833083332,1.7605060707420161,1572.134770646585,1.3034262005162562,200,0.5,3.073,4,4,0.3,1.2,1.61621086447951,1579.4609272268565,0.28604332948460615,2595.2771535758884,0.5903935374442177,0.97
8342,0.8302077853426699,0.00037873654366349065,0.019461154736127317,0.011073410286056696,0.013686656866263393,0.000748246257210904,0.20451773357828495,0.9999981573202892,0.8302077853426699,41,0,1.358,0.5,2839.094096517185,1.827700497028328,1637.7312728826635,1.6158019321830142,200,0.5,3.073,4,4,0.3,1.2,3.303356500502527,874.2392244153955,1.5503309229631965,1289.949721144509,1.9446719537416355,0.97
